ID,Question Number,Share Context,Share Image,Question Text,Image,Options,Answer,Explanation,人员,QA Type,Question Type,Level of Difficulty,Knowledge Topics,General Topics,Book Label
1505,44,,,"A risk manager assumes that the joint distribution of returns is multivariate normal and
calculates the following risk measures for a 2-asset portfolio: 
 
 
 Let βi = ρip*σi/σp where ρip denotes the correlation between the return of asset I and
the return of the portfolio, σi is the volatility of the return of asset i and σp is the
volatility of the return of the portfolio. What is β2?",./dataset/images/RiskManagementandInvestmentManagement2_images/44u.png,"{'A': '0.714', 'B': '1.429', 'C': '1.513', 'D': 'Cannot determine from information provided.'}",B,"Marginal VaRi = βi*PortfolioVaR/Portfolio ValueSo, βi = Marginal
VaRi*PortfolioValue/Portfolio VaRβ2 = 0.44*200/61.6 = 1.429 (1)",海州,Math reasoning QA,text only,Hard,"Multivariate normal distribution, Portfolio risk measures, Beta calculation",Risk Management and Investment Management,RiskManagement and Investment Management2
1506,45,,,"You are evaluating the performance of Valance, an equity fund designed to mimic the
performance of the Russell 2000 Index. Based upon the information provided below. what is the
best estimate of the tracking error of Valance relative to the Russell 2000 Index?
·       Annual volatility of Valance:                      35%
·       Annual volatility of Russell 2000 Index:      40%
·       Correlation between Valance and the Russell 2000 Index: 0.90",,"{'A': '3.1%', 'B': '17.5%', 'C': '39.6%', 'D': '53.2%'}",B,"$$
\omega^2 = \sigma(p - B)^2
$$

$$
= \sigma(p)^2 + \sigma(B)^2 - 2 \times \sigma(p) \times \sigma(B) \times \rho
$$

$$
= 0.35^2 + 0.4^2 - 2 \times 0.35 \times 0.4 \times 0.9 = 0.0305
$$

$$
\omega = 17.5\%
$$

Where, $p$ = portfolio returns, $B$ = benchmark returns, $P$ = correlation between benchmark and portfolio.",海州,Math reasoning QA,text only,Hard,"Tracking Error, Portfolio Volatility, Correlation Coefficient",Risk Management and Investment Management,RiskManagement and Investment Management2
1507,46,,,"Consider a USD 1 million portfolio with an equal investment in two funds. Alpha and Omega,
with the following annual return distributions: 
 
 
 Assuming the returns follow the normal distribution and that there are 252 trading days per
year, what is the maximum possible daily 95% Value-at-Risk (VaR) estimate for the portfolio?",./dataset/images/RiskManagementandInvestmentManagement2_images/46u.png,"{'A': 'USD 16,587', 'B': 'USD 23,316', 'C': 'USD 23,459', 'D': 'USD 32,973'}",B,"This question teststhat the candidates understands correlation in calculating
portfolio VaR. fromthe table, we can get daily volatility for each fund:Fund Alpha volatility:
0.20/2520.5=1.260%Fund Omega volatility: 0.25/2520.5=1.575%Portfolio
variance:0.52*0.012592+0.52*0.015472+2*0.5*0.5*0.01259*0.01574*ρPortfolio volatility =
(portfolio variance)0.5Portfolio volatility is least when ρ=-1 →      portfolio
volatility = 0.1575%Portfolio volatility is greatest when ρ=1 → portfoliovolatility =
1.4175%Therefore, 95% VaR maximum is 1.645*0.014175*1,000,000 =USD 23,316(5)",海州,Math reasoning QA,text only,Hard,"Value-at-Risk (VaR), Portfolio Volatility, Correlation",Risk Management and Investment Management,RiskManagement and Investment Management2
1510,49,,,"A portfolio has USD 2 million invested in Stock A and USD 1 million invested in Stock B. The
95% 1-day VaR for each individual position is USD 40,000. The correlation between the returns
of Stock A and Stock B is 0.5. While rebalancing, the portfolio manager decides to sell USD 1
million of Stock A to buy USD 1 million of Stock B. Assuming that returns are normally
distributed and that the rebalancing does not affect the volatility of the individual stocks,
what effect will this have on the 95% 1-day portfolio VaR?",,"{'A': 'There will be no effect.', 'B': 'It will increase by USD 20,370.', 'C': 'It will increase by USD 21,370.', 'D': 'It will increase by USD 22,370.'}",D,"$$
VaR_{port}(A,B) = \sqrt{(VaR_A^2 + VaR_B^2 + (2 \rho \cdot VaR_A \cdot VaR_B))}
$$

$$
\sqrt{40000^2 + 40000^2 + (2 \cdot 0.5 \cdot 40000 \cdot 40000)} = \text{USD } 69,282.
$$

After the rebalance, the market value of the position in Stock A is halved, so $VaR(A)$ is now equal to $20,000$. Meanwhile, the market value for the position in B has doubled so that $VaR(B)$ is now $80,000$. Hence we can now calculate the VaR of the new portfolio as follows:

$$
PortfolioVaR (after) = \sqrt{20000^2 + 80000^2 + (2 \cdot 0.5 \cdot 20000 \cdot 80000)} = \text{USD } 91,652.
$$

So the VaR will increase by $(91,652 - 69,282)$, or $\text{USD } 22,370. (1)$",海州,Math reasoning QA,text only,Hard,"Value at Risk (VaR), Portfolio Management, Correlation",Risk Management and Investment Management,RiskManagement and Investment Management2
1636,4,,,"Assume the following continuously compounded zero rates: 1.0% at 0.5 years; 1.6% at 1.0 year;
1.9% at 1.5 years; and 2.5% at 2.0 years. What is the theoretical price of a bond with a $100
principal that pays coupons at the rate of 2.0% semiannually?",,"{'A': '$98.03', 'B': '$99.03', 'C': '$100.03', 'D': '$101.03'}",B,"$$
1 \times e^{-1.0\% \times 0.5} + 1 \times e^{-1.6\% \times 1} + 1 \times e^{-1.9\% \times 1.5} + 101 \times e^{-2.5\% \times 2} = \$99.03
$$",醇厚,Math reasoning QA,text only,Easy,"Bond pricing, Zero-coupon rates, Continuously compounded interest rates",Financial Markets and Products,Financial Markets and Products1
1639,7,,,"Consider the following, a 7-year zero-coupon bond carries an annual yield of 6.75% and a 6-
year zero coupon bond carries an annual yield of 5.87%. Calculate the 1 year forward rate 6
years from now. Assume annual compounding.",,"{'A': '6.31%', 'B': '12.03%', 'C': '12.19%', 'D': '12.62%'}",C,"$$
(1 + 6.75\%)^7 = (1 + 5.87\%)^6 \times (1 + F_{6,7}) \Rightarrow F_{6,7} = 12.19\%
$$",醇厚,Math reasoning QA,text only,Easy,"Yield Curve, Forward Rates, Zero-Coupon Bonds",Financial Markets and Products,Financial Markets and Products1
1690,58,,,"A trader executes a $200 million 5-year pay fixed swap with one client (duration 4.36) and a
$100 million 10-year receive fixed swap with another client (duration 7.66) shortly afterwards.
Assuming that the 5-year rate is 4.75% and 10-year rate is 5.15% and that all contracts are
transacted at par, how can the trader hedge his net delta position?",,"{'A': 'Sell 424 Eurodollar future contracts', 'B': 'Buy 424 Eurodollar future contracts', 'C': 'Sell 6,552 Eurodollar future contracts', 'D': 'Buy 6,552 Eurodollar future contracts'}",B,"$$
DVBP_{5-year} = 200 \times 4.36 \times 0.0001 = 0.0872m
$$

$$
DVBP_{10-year} = 100 \times 7.66 \times 0.0001 = 0.0766m
$$

$$
\text{Net DVBP} = -0.0106m = -10600
$$

$$
N^* = -(\text{DS} \times S) / (\text{DF} \times F) = 10600 / 25 = 424
$$

(The DVBP or a Eurodollar future is 25) 这个题是对冲的问题，但是有一些复杂，一般用duration就可以直接对冲，但是这里面给的不是直接的portfolio的duration。而且每个资产的资金量都是不一样的，这种时候我们一般都用DV01来做。所以第一步就是算出两个资产各自的DV01，然后直接相加减，得出整个组合的DV01。然后用欧洲美元期货的DV01来进行对冲，一般把欧洲美元期货的DV01看做是25。",醇厚,Math reasoning QA,text only,Easy,"Interest Rate Risk, Duration, Hedging Strategies",Financial Markets and Products,Financial Markets and Products1
1707,75,,,"The current spot price of cotton is USD 0.7409 per pound. The cost of storing and insuring
cotton is USD 0.0042 per pound per month payable at the beginning of every month. The risk-free
rate is 5%. A 3-month forward contract trades at USD 0.7415 per pound. If there is an arbitrage
opportunity, how would you capitalize on it to make a profit? Assume there are no restrictions
on short selling cotton.I Short the futures contractII Borrow at the risk-free rateIII Buy
cotton at the spot priceIV Go long in the futures contractV Invest at the risk-free rateVI Sell
cotton at the spot price",,"{'A': 'There is no arbitrage opportunity here.', 'B': 'The arbitrage opportunity involves I, II, and III.', 'C': 'The arbitrage opportunity involves IV, V, and VI.', 'D': 'The arbitrage opportunity involves II, IV, and VI.'}",C,"$$
PV(\text{cost of storing}) = 0.0042 + 0.0042e^{-0.05 \times 1/12} + 0.0042e^{-0.05 \times 2/12} = 0.0125
$$

$$
F = (0.7409 + 0.0125)e^{0.05 \times \frac{3}{12}} = 0.7628
$$

While the futures price is 0.7415, which is lower than 0.7628, you need to buy the futures, sell cotton spot and invest the funds in a risk-free bond so as to obtain a riskless profit.",醇厚,Math reasoning QA,text only,Easy,"Arbitrage opportunities, Forward contracts, Cost of carry",Financial Markets and Products,Financial Markets and Products1
1738,106,,,"The S&P 500 index is trading at 1,025. The S&P 500 pays an expected continuously dividend
yield of 1.2% and the current continuously compounded risk-free rate is 2.75%. The price of a
3-month futures contract on the S&P 500 index is closest to:",,"{'A': '1,028.98', 'B': '1,108.59', 'C': '984.86', 'D': '1,025.00'}",A,"$$
F = Se^{(r-\delta)t} = 1025e^{(0.0275-0.012) \times 0.25} = 1028.98
$$",醇厚,Math reasoning QA,text only,Easy,"Futures pricing, Dividend yield, Continuously compounded interest rate",Financial Markets and Products,Financial Markets and Products1
1973,60,,,"Geofinancial Bank currently has the following (very) simplified balance sheet:
 
 
Further, the maturities of these accounts are as follows: ●Assets: The bonds ($30.0 million)
expire in one year. In regard to the loans ($70.0),$40.0 million expire in five (5) years,
$10.0 million expire in seven (7) years, and $20.0 million expire in ten (10) years.
●Liabilities: In regard to the deposits ($20.0 million), $10.0 million expire in one (1) year,
and $20.0 million expire in two (2) years. In regard to the bonds ($50.0 million), $10.0
million expire in five (5) years, $30.0 million expire in seven (7) years, and $10.0 million
expire in beyond ten (>10) years. ●Equity ($20.0 million) is presumed to expire in ten (10)
years Which term structure of expected cash flows is accurate for Geofinancial Bank?",./dataset/images/LiquidityandTreasuryRiskMeasurementandMan1_images/60u.png,"{'A': 'Series A', 'B': 'Series B', 'C': 'Series C', 'D': 'Series D'}",C,"\begin{array}{|c|c|c|c|c|}
\hline
\text{Maturity} & \text{Assets} & \text{Liabilities} & \Delta & \text{Net} \\ 
\hline
1 & 30 & 10 & 20 & 20 \\ 
2 &    & 20 & -20 & 0 \\ 
5 & 40 & 10 & 30 & 30 \\ 
7 & 10 & 30 & -20 & 10 \\ 
10 & 20 & 20 & 0 & 10 \\ 
>10 &    & 10 & -10 & 0 \\ 
\hline
\text{Sum} & 100 & 100 &     &   \\ 
\hline
\end{array}",醇厚,Math reasoning QA,text only,Easy,"Interest Rate Risk, Balance Sheet Management, Liquidity Risk",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man1
2014,16,"Silvia Abram and Walter Edgarton are analysts with Cefrino Investments, which sponsors
the Cefrino Sovereign Bond Fund (the Fund). Abram and Edgarton recently attended an investment
committee meeting where interest rate expectations for the next 12 months were discussed. The
Fund’s mandate allows its duration to fluctuate ±0.30 per year from the benchmark duration.
The Fund’s duration is currently equal to its benchmark. Although the Fund is presently
invested entirely in annual coupon sovereign bonds, its investment policy also allows
investments in mortgage-backed securities (MBS) and call options on government bond futures.
The Fund’s current holdings of on-the-run bonds are presented in Exhibit 1.
Over the next 12 months, Abram expects a stable yield curve; however, Edgarton expects a
steepening yield curve, with short-term yields rising by 1.00% and long-term yields rising by
more than 1.00%.Based on her yield curve forecast, Abram recommends to her supervisor changes
to the Fund’s holdings using the following three strategies:Strategy 1: Sell the 3-year
bonds, and use the proceeds to buy 10-year bonds.Strategy 2: Sell the 5-year bonds, and use
the proceeds to buy 30-year MBS with an effective duration of 4.75.Strategy 3: Sell the 10-
year bonds, and buy call options on 10-year government bond futures.Abram’s supervisor
disagrees with Abram’s yield curve outlook. The supervisor develops two alternative portfolio
scenarios based on her own yield curve outlook:Scenario 1 Sell all bonds in the Fund except
the 2-year and 30-year bonds, and increase positions in these two bonds while keeping duration
neutral to the benchmark.Scenario 2 Construct a condor to benefit from less curvature in the
5-year to 10-year area of the yield curve. The condor will utilize the same 1-year, 5-year, 10-
year, and 30-year bonds held in the Fund. The maximum allowable position in the 30-year bond in
the condor is $17million,and the bonds must have equal (absolute value) money duration.Edgarton
evaluates the Fund’s positions from Exhibit 1 along with two of his pro forma portfolios,
which are summarized in Exhibit 2:
Lastly, Edgarton reviews a separate account for Cefrino’s US clients that invest in Australian
government bonds. He expects a stable Australian yield curve over the next 12 months. He
evaluates the return from buying and holding a 1-year Australian government bond versus buying
the 2-year Australian government bond and selling it in one year.
 
 ","['./dataset/images/Fixed-IncomePortfolioManagement_images/share14-21_1.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share14-21_2.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share14-21_3.png']","Based on Exhibit 1 and Abram’s interest rate expectations, which of the",,"{'A': 'Strategy 1', './dataset/images/B': 'Strategy 2', './dataset/images/C': 'Strategy 3'}",B,"In a stable yield curve environment, holding bonds with higher convexity negatively
affects portfolio performance. These bonds have lower yields than bonds with lower convexity,
all else being equal. The 5-year US Treasury has higher convexity than the negative convexity
30-year MBS bond. So, by selling the 5-year Treasury and purchasing the 30-year MBS, Abram will
reduce the portfolio’s convexity and enhance its yield without violating the duration mandate
versus the benchmark.",卓衡,Knowledge reasoning QA,text+image,Easy,"Interest Rate Risk, Yield Curve, Convexity",Fixed-Income Portfolio Management,Fixed-Income Portfolio Management
2027,29,"Sanober Hirji is a junior analyst with Northco Securities, which is based in Canada.
The institutional clients of Northco are active investors in Canadian coupon-bearing government
bonds. Client portfolios are benchmarked to a Canadian government bond index, which is a
diverse maturity index portfolio. After reviewing the portfolio of a French institutional
client, Hirji evaluates yield curve strategies for Canadian government bond portfolios under
various interest rate scenarios. Hirji’s supervisor, éliane Prégent, forecasts that Canadian
long-term rates will rise and short-term rates will fall over the next 12 months.In contrast,
Northco’s chief economist forecasts that Canadian interest rates will increase or decrease by
100 basis points over the next 12 months. Based on the chief economist’s forecast, Hirji
suggests increasing the convexity of the French institutional client’s portfolio by selling
10-year bonds and investing the proceeds in a duration-matched barbell position of Canadian
government 3-year and long-term bonds. She notes that the duration of the 10-year bonds, along
with the durations of the other portfolio bonds, aligns the portfolio’s effective duration
with that of the benchmark. Selected data on Canadian government bonds are presented in Exhibit
1.
(* There is no single convention for how convexity numbers are presented; for example,
Bloomberg has historically followed a convention of dividing the “raw” convexity number by
100 (as presented here). However, it is important to use the raw convexity number when
estimating returns.)Hirji then considers a strategy to sell some long-term bonds from the
French institutional client’s portfolio and purchase short maturity at-the-money options on
long-term bond futures. The portfolio’s duration would remain unchanged. Prégent asks:“How
would portfolio performance be affected by this strategy if the yield curve were to remain
stable?”Hirji also proposes the following duration-neutral trades for the French institutional
client:
Long/short trade on 1-year and 3-year Canadian government bonds
Short/long trade on 10-year and long-term Canadian government bonds
Six months later, Hirji reviews Canadian government bonds for a Malaysian institutional client.
Prégent and Hirji expect changes in the curvature of the yield curve but are not sure whether
curvature will increase or decrease. Hirji first analyzes positions that would profit from an
increase in the curvature of the yield curve. The positions must be duration neutral, and the
maximum position that the Malaysian client can take in long-term bonds is C$150 million. Hirji
notes that interest rates have increased by 100 basis points over the past six months. Selected
data for on-the-run Canadian government bonds are shown in Exhibit 2.
Hirji then considers the scenario where the yield curve will lose curvature for the Malaysian
institutional client. She notes that a 7-year Canadian government bond is also available in the
market. Hirji proposes a duration-neutral portfolio comprised of 47% in 5-year bonds and 53% in
7-year bonds.Finally, Hirji uses the components of expected returns to compare the performance
of a bullet portfolio and a barbell portfolio for a British institutional client.
Characteristics of these portfolios are shown in Exhibit 3.
 
 ","['./dataset/images/Fixed-IncomePortfolioManagement_images/share22-29_1.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share22-29_2.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share22-29_3.png']","Based on Exhibit 3, the total expected return of Hirji’s barbell portfolio is",,"{'A': '–2.30%.', './dataset/images/B': '0.07%.', './dataset/images/C': '4.60%.'}",C,"The total expected return is calculated as follows:

| Return Component                         | Formula                                                                          | Barbell Return(C)                               | Distractor A                                     | Distractor B                                     |
|------------------------------------------|----------------------------------------------------------------------------------|------------------------------------------------|--------------------------------------------------|--------------------------------------------------|
| Yield income                             | Annual coupon payment/Current bond price                                         | 1.84/100.00 = 1.84%                             | 1.84/100.00 =1.84%                               | 1.84/100.00 =1.84%                               |
| +Rolldown return                         | (Bond price$_{0}$-Bond price$_{1}$)/Bond price$_{1}$                             | (100.46−100.00)/100.00 = 0.46%                  | (100.46−100.00)/100.00 = 0.46%                   | (100.46−100.00)/100.00 = 0.46%                   |
| =Rolling yield                           | Yield income+Rolldown return                                                     | =2.30%                                         | =2.30%                                           | =2.30%                                           |
| +E(change in price based on yield view)  | ($- \text{MD}_{0} \times \Delta \text{yield}) + [\frac{1}{2} \times \text{Convexity} \times (\Delta \text{yield})^2]$     | $[-4.12 \times-0.55%] + [\frac{1}{2} \times24.98 \times(-0.55%)^2] =2.30\%$           | $[-4.12 \times-0.55%] + \left[ \frac{1}{2} \times 24.98 \times(-0.55%) \right] =-4.60\%$   | $[4.12 \times-0.55%] + \left[ \frac{1}{2} \times 24.98 \times(-0.55%)^2 \right] =2.23\%$  |
| =Total expected return                   |                                                                                  | =4.60%                                         | =-2.30%                                          | =0.07%                                           |

In LaTeX:

```
The total expected return is calculated as follows:

\begin{tabular}{|c|c|c|c|c|}
  \hline
  Return Component & Formula & Barbell Return(C) & Distractor A & Distractor B \\
  \hline
  Yield income & Annual coupon payment/Current bond price & 1.84/100.00 = 1.84\% & 1.84/100.00 =1.84\% & 1.84/100.00 =1.84\% \\
  \hline
  +Rolldown return & (Bond price$_{0}$-Bond price$_{1}$)/Bond price$_{1}$ & (100.46−100.00)/100.00 = 0.46\% & (100.46−100.00)/100.00 = 0.46\% & (100.46−100.00)/100.00 = 0.46\% \\
  \hline
  =Rolling yield & Yield income+Rolldown return & =2.30\% & =2.30\% & =2.30\% \\
  \hline
  +E(change in price based on yield view) & $(- \text{MD}_{0} \times \Delta \text{yield}) + \left[ \frac{1}{2} \times \text{Convexity} \times (\Delta \text{yield})^2 \right]$ & $[-4.12 \times-0.55\%] + \left[ \frac{1}{2} \times 24.98 \times(-0.55\%)^2 \right] =2.30\%$ & $[-4.12 \times-0.55\%] + \left[ \frac{1}{2} \times 24.98 \times(-0.55\%) \right] =-4.60\%$ & $[4.12 \times-0.55\%] + \left[ \frac{1}{2} \times 24.98 \times(-0.55\%)^2 \right] =2.23\%$ \\
  \hline
  =Total expected return & & =4.60\% & =-2.30\% & =0.07\% \\
 ",卓衡,Math reasoning QA,text+image,Easy,"Fixed Income Securities, Portfolio Management, Investment Strategies",Fixed-Income Portfolio Management,Fixed-Income Portfolio Management
2046,48,"Celia Deveraux is chief investment officer for the Topanga Investors Fund, which
invests in equities and fixed income. The clients in the fund are all taxable investors. The
fixed-income allocation includes a domestic (US) bond portfolio and an externally managed
global bond portfolio.The domestic bond portfolio has a total return mandate, which specifies a
long-term return objective of 25 basis points (bps) over the benchmark index. Relative to the
benchmark, small deviations in sector weightings are permitted, such risk factors as duration
must closely match, and tracking error is expected to be less than 50 bps per year.The
objectives for the domestic bond portfolio include the ability to fund future liabilities,
protect interest income from short-term inflation, and minimize the correlation with the
fund’s equity portfolio. The correlation between the fund’s domestic bond portfolio and
equity portfolio is currently 0.14. Deveraux plans to reduce the fund’s equity allocation and
increase the allocation to the domestic bond portfolio. She reviews two possible investment
strategies.Strategy 1 Purchase AAA rated fixed-coupon corporate bonds with a modified duration
of two years and a correlation coefficient with the equity portfolio of –0.15.Strategy
2 Purchase US government agency floating-coupon bonds with a modified duration of one month
and a correlation coefficient with the equity portfolio of –0.10Deveraux realizes that the
fund’s return may decrease if the equity allocation of the fund is reduced. Deveraux decides
to liquidate $20 million of US Treasuries that are currently owned and to invest the proceeds
in the US corporate bond sector. To fulfill this strategy, Deveraux asks Dan Foster, a newly
hired analyst for the fund, to recommend Treasuries to sell and corporate bonds to
purchase.Foster recommends Treasuries from the existing portfolio that he believes are
overvalued and will generate capital gains. Deveraux asks Foster why he chose only overvalued
bonds with capital gains and did not include any bonds with capital losses. Foster responds
with two statements.Statement 1 Taxable investors should prioritize selling overvalued bonds
and always sell them before selling bonds that are viewed as fairly valued or
undervalued.Statement 2 Taxable investors should never intentionally realize capital
losses.Regarding the purchase of corporate bonds, Foster collects relevant data, which are
presented in Exhibit 1
Deveraux and Foster review the total expected 12-month return (assuming no reinvestment income)
for the global bond portfolio. Selected financial data are presented in Exhibit 2.
Deveraux contemplates adding a new manager to the global bond portfolio. She reviews three
proposals and determines that each manager uses the same index as its benchmark but pursues a
different total return approach, as presented in Exhibit 3.
 
 ","['./dataset/images/Fixed-IncomePortfolioManagement_images/share44-49_1.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share44-49_2.png', './dataset/images/Fixed-IncomePortfolioManagement_images/share44-49_3.png']","Based on Exhibit 2, the total expected return of the fund’s global bond",,"{'A': '0.90%.', './dataset/images/B': '2.20%.', './dataset/images/C': '3.76%.'}",B,"| Return Component                                      | Formula                                                                                                                                                 | Calculation                            |
|-------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------|
| Yield income                                          | Annual coupon payment/Current bond price                                                                                                                | €2.25/€98.45 = 2.29%                  |
| + Rolldown return                                     | $$ \frac{ \text{Bond price}_{\text{End-of-horizon period}} - \text{Bond price}_{\text{beginning-of-horizon period}} }{ \text{Bond price}_{\text{beginning-of-horizon period}} } $$           | (€98.62 - €98.45)/€98.45 = 0.17%      |
| = Rolling yield                                       | Yield income + Rolldown return                                                                                                                          | 2.29% + 0.17% = 2.46%                 |
| + $$E(\text{Change in price based on investor's yield and yield spread view})$$  | $$ [- \text{MD} \times \Delta \text{Yield}] + [ \frac{1}{2} \times \text{Convexity} \times (\text{Yield})^2 ] $$                                         | $$ [-5.19 \times 0.0015] + [ \frac{1}{2} \times 22 \times (0.0015)^2] = - 0.78% $$ |
| - $$ E(\text{Credit losses}) $$                       | Given                                                                                                                                                   | - 0.13%                               |
| + $$ E(\text{Currency gains or losses}) $$           | Given                                                                                                                                                   | 0.65%                                 |
| = Total expected return                               |                                                                                                                                                         | **2.20%**                              |",卓衡,Knowledge reasoning QA,text+image,Easy,"Portfolio Performance Measurement, Expected Return Calculation, Fixed Income Investments",Fixed-Income Portfolio Management,Fixed-Income Portfolio Management
2130,26,,,"Major Investments is an asset management firm with USD 25 billion under management. It owns
20% of the stock of a company. Major Investments’ risk manager is concerned that, in the event
the entire position needs to be sold, its size would affect the market price. His estimate of
the price elasticity of demands is -0.5. What is the increase in Major Investments’ Value-at-
Risk estimate for this position if a liquidity adjustment is made?",,"{'A': '4%', 'B': '10%', 'C': '15%', 'D': '20%'}",B,"$$
\frac{LVaR}{VaR} = 1 - \frac{\Delta P}{P} = 1 - \eta \frac{\Delta N}{N}
$$

The ratio of LVaR to VaR depends on the elasticity of demand $\eta$ and the size of the trade, relative to the size of the market. $(\Delta N/N)$ We are given; $dN/N = 0.2$ and that the price elasticity is $-0.5$. Thus $dP/P =$ elasticity $\ast dN/N = -0.1$. Therefore $\frac{LVaR}{VaR} = 1- \frac{dP}{P} = 1+0.1 = 1.1$. The liquidity adjustment increases the VaR, by 10%. (1)",海州,Math reasoning QA,text only,Hard,"Liquidity Risk, Value-at-Risk (VaR), Price Elasticity",Operational Risk,Operational Riskand Resiliency2
2145,42,,,"A firm has determined that the risk-adjusted return on capital (RAROC) for a particular
project is 14%. To evaluate whether the firm should accept the project, an analyst determines
that the firm’s beta is 1.3, the expected market return is 13%, and the risk-free interest
rate is 5.5%. If the analyst uses the adjusted RAROC (ARAROC) methodology to make an
accept/reject decision, should the project be accepted?",,"{'A': 'No, because the computed ARAROC is approximately 1 % less than the market\\nrisk premium.', 'B': 'No, because the RAROC is 1.25% less than the return predicted by the CAPM.', 'C': 'Yes, because the computed ARAROC is approximately 1 % more than the market\\nrisk premium.', 'D': 'Yes, because the ARAROC is approximately 4% more than the return predicted\\nby the CAPM.'}",A,"$$\nARAROC = \frac{(RARAOC - R_F)}{\beta_E} = \frac{0.14 - 0.055}{1.3} = 0.06538 \text{, or 6.54\%}.\n$$",海州,Math reasoning QA,text only,Hard,"Capital Asset Pricing Model (CAPM), Risk-Adjusted Return on Capital (RAROC), Adjusted RAROC (ARAROC)",Operational Risk,Operational Riskand Resiliency2
2220,54,,,"Consider below the multifactor (APT) model of security returns for a particular stock. In addition to factor betas and risk premiums, two of the factors experience 'surprises.' Specifically, while interest rates change as expected, actual inflation is +2.0% (compared to expected +1.0%) and actual GDP growth is +1.5% (compared to expected +0.5%):",./dataset/images/Foundationofriskmanagement1_images/54u.png,"{'A': ' 6.8%', 'B': ' 7.2%', 'C': ' 9.10%', 'D': ' 11.5%'}",C,"$$
E(r) = 2.0\% + 0.80 \cdot 2.0\% - 0.50 \cdot 1.0\% + 1.30 \cdot 3.0\% = 7.00\%
$$

$$
\text{Unexpected return} = 0.80 \cdot (2.0 - 1.0\%) - 0.50 \cdot (1.0\% - 1.0\%) + 1.30 \cdot (1.5\% - 0.5\%)
$$

$$
= 0.80\% + 1.30\% = 2.10\%
$$

$$
\text{Revised } E(r) = 7.00\% + 2.10\% = 9.10\%
$$",醇厚,Math reasoning QA,text+image,Easy,"APT model, expected return, factor surprises",Foundation of Risk Management,foundation of risk management1
2231,66,,,"The ST Fund is a mutual fund that is benchmarked to the S&P 500 index. It contains equally weighted holdings of 10 stocks from the index, with an average annual portfolio return of 11% and a volatility of returns of 16%. Over the same time period, the average annual return on the S&P 500 has been 12%, with a volatility of returns of 9%. The annual risk-free rate is 3%. ST Fund’s portfolio manager is planning to diversify the fund by increasing its holdings to 100 stocks in the S&P 500, all equally weighted. Because of this change, ST Fund’s Sharpe ratio will most likely:",./dataset/images/Foundationofriskmanagement1_images/66u.png,"{'A': ' Decrease toward 0', 'B': ' Decrease toward 1', 'C': ' Increase toward 1', 'D': ' Increase above 1'}",C,"$$
\frac{11\% - 3\%}{16\%} = 0.5
$$

The sharp ratio of S&P 500 is: $ \frac{12\% - 3\%}{9\%} = 1 $",醇厚,Math reasoning QA,text+image,Easy,"Sharpe ratio, diversification",Foundation of Risk Management,foundation of risk management1
2383,27,,,"An investment analyst takes a random sample of 100 aggressive equity funds and calculates
the average beta as 1.7. The sample betas have a standard deviation of 0.4. Using a 95%
confidence interval and a z-statistic, which of the following statements about the confidence
interval and its interpretation is most likely accurate? The analyst can be confident at the
95% level that the interval:",,"{'A': 'from 0.916 to 2.484 includes the mean of the sample betas.', 'B': 'from 1.622 to 1.778 includes the mean of the sample betas.', 'C': 'from 0.916 to 2.484 includes the mean of the population beta.', 'D': 'from 1.622 to 1.778 includes the mean of the population beta.'}",D,"$$
\hat{\mu} \pm \frac{\sigma}{\sqrt{n}} \times Z_{\frac{\alpha}{2}} = 1.7 \pm \frac{0.4}{\sqrt{100}} \times 1.96 = [1.622, 1.778]
$$

在95%的置信水平下，总体beta会落在区间$[1.622, 1.778]$中。 因此，正确选项为D。",海州,Knowledge reasoning QA,text only,Hard,"Hypothesis Testing, Confidence Intervals, Central Limit Theorem",Quantitative Methods,Quantitative Analysis2
2433,23,,,"The value today of an option-free, 12% annual coupon bond with two years remaining until
maturity is closest to:",./dataset/images/MarketRiskMeasurementandManagement2_images/23u.png,"{'A': '109.927', 'B': '111.485.', 'C': '112.282.', 'D': '113.394.'}",C,"$$
V_{1,U} = \frac{1}{2} \times \left( \frac{100 + 12}{1.071826} + \frac{100 + 12}{1.071826} \right) = 104.495
$$

$$
V_{1,L} = \frac{1}{2} \times \left( \frac{100 + 12}{1.053210} + \frac{100 + 12}{1.053210} \right) = 106.342
$$

$$
V_0 = \frac{1}{2} \times \left( \frac{104.495 + 12}{1.045749} + \frac{106.342 + 12}{1.045749} \right) = 112.282
$$",海州,Math reasoning QA,text only,Hard,"Bond Valuation, Coupon Bonds, Present Value Calculation",Market Risk Measurement and Management,Market Risk Measurement and Management2
