ID,Question Number,Share Context,Share Image,Question Text,Image,Options,Answer,Explanation,QA Type,Question Type,Level of Difficulty,Knowledge Topics,General Topics,Book Label
2425,15,,,"Tycoon Bank announced that there were eight days in the previous year for which losses
exceeded the daily 99% VAR. As a result, concerns emerged about the accuracy of the VAR
implementation. Assuming that there are 250 days in the year, which of the following statements
is/are correct? I. Using a two-tailed 99% confidence level z-score test, the current VAR
implementation understates the actual risk in the bank's portfolio. II. Using a two-tailed 99%
confidence level z-score test, the current VAR implementation overstates the actual risk in the
bank's portfolio. III. The bank's exception rates for VAR may be inaccurate if the bank's
portfolio changes incorporate the returns from low-risk but highly profitable intraday market
making activities. IV. If these eight exceptions all happened in the previous month, the model
should be reexamined for faulty assumptions and invalid parameters.",,"{'A': 'I and III', 'B': 'I, III, and IV', 'C': 'III only', 'D': 'I, II, and IV'}",B,"The z-score gives (8-2.5)(250*0.01*0.99)^(1/2)=3.5. This istoo high (greater than
2), which leads to rejection of the null that the VARmodel is well calibrated. Hence, VAR is
too low and statement I. is correct.Statement II. Is incorrect. However, this may be due to
intraday trading, so III.iscorrect, too. Finally, if all eight exceptions occurred in the last
month,there is bunching, and the mode should be reexamined, so IV. is correct.(2)",Knowledge reasoning QA,text only,Hard,"VAR Backtesting, Z-Score Test, Exception Rates",Market Risk Measurement and Management,Market Risk Measurement and Management2
2427,17,,,"The historical simulation (HS) approach is based on the empirical distributions and a large
number of risk factors. The RiskMetrics approach assumes normal distributions and uses mapping
on equity indices. The HS approach is more likely to provide an accurate estimate of VAR than
the RiskMetrics approach for a portfolio that consists of",,"{'A': 'A small number of emerging market securities', 'B': 'A small number of broad market indexes', 'C': 'A large number of emerging market securities', 'D': 'A large number of broad market indexes'}",A,"The question deals with the distribution of the assetsand the effect of
diversification. Emerging market securities are more volatileand less likely to be normally
distributed than broad market indices. Inaddition, a small portfolio is less likely to be well
represented by a mappingapproach, and is less likely to be normal. The RiskMetrics approach
assumesthat the conditional distribution is normal and simplifies risk by mapping.This will be
acceptable with a large number of securities with distributionsclose to the normal, which is
answer d. Answer a. describes the leastdiversified portfolio, for which the HS method is
best.(10)",Knowledge reasoning QA,text only,Hard,"Value at Risk (VAR), Historical Simulation, RiskMetrics Approach",Market Risk Measurement and Management,Market Risk Measurement and Management2
2485,31,,,The Arbitrage Pricing Theory (APT) has all of the following characteristics EXCEPT:,,"{'A': 'No arbitrage opportunities exist.', 'B': 'The market contains enough stocks so that unsystematic risk can be diversified away.', 'C': 'APT assumes investors hold efficient portfolios and and are risk averse.', 'D': ""D.Expected asset returns are linear functions of the asset's risk relative to a set of factors.""}",C,"本题考虑关于APT的理解。选项A，APT模型假设无套利机会。选项A表述正确，不符合题意。选项B，APT模型假设有足够的证券可以将系统性风险分散。选项表述正确，不符合题意。选项C，APT模型不需要假设投资者是风险厌恶的。选项C表述错误，符合题意。选项D，从APT模型的公式可以看出，资产的预期收益是一系列因子的线性表达式。

$$
E(R_P) = R_f + \beta_{P,1}(\lambda_1) + \beta_{P,2}(\lambda_2) + \cdots + \beta_{P,k}(\lambda_k)
$$",Knowledge reasoning QA,text only,Hard,"Arbitrage Pricing Theory (APT), Market Efficiency, Diversification",Foundation of Risk Management,foundation or risk management2
2486,32,,,"Which of the following statements regarding the arbitrage pricing theory (APT) as compared
to the capital asset pricing model (CAPM) is least accurate?",,"{'A': 'APT does not require that one of the risk factors is the market portfolio.', 'B': 'APT requires a weaker set of assumptions than the CAPM to derive.', 'C': 'APT is often thought as a special case of the CAPM.', 'D': 'APT is a no-arbitrage model.'}",C,"本题考查CAPM和APT的对比。选项A，与CAPM相比，APT的风险因子没有要求一定包含市场组合
，而CAPM只有一个风险因子，即市场组合的风险溢价。选项A表述正确，不符合题意。选项B，与CAPM相比
，APT的假设较少，没有CAPM的假设那么严格。选项B表述正确，不符合题意。选项C，CAPM可以视为APT的一
种特殊情况，而并非APT是CAPM的一种特殊情况。选项C表述错误，符合题意，故本题选C。选项D，APT是基于
无套利的假设前提推导出来的，所以是一个无套利模型。选项D表述正确，不符合题意。",Knowledge reasoning QA,text only,Hard,"Capital Asset Pricing Model (CAPM), Arbitrage Pricing Theory (APT), No-arbitrage Models",Foundation of Risk Management,foundation or risk management2
2488,37,,,"To do a good job of risk data integration, banks need to follow the relevant principles,
except which of the following?",,"{'A': 'Timeliness', 'B': 'Accuracy and Integrity', 'C': 'Comprehensiveness', 'D': 'Adaptability'}",C,"本题考查风险数据整合与风险汇报。选项A，及时性是风险数据整合的原则之一，不符合题意。
选项B，精确性和准确性是风险数据整合的原则之一，不符合题意。选项C，综合性是风险报告的原则之一
，表述错误，符合题意，故本题选C。选项D，适用性是风险数据整合的原则之一，不符合题意。",Knowledge reasoning QA,text only,Hard,"Risk Data Integration Principles, Risk Reporting Principles, Data Quality Principles",Foundation of Risk Management,foundation or risk management2
2489,38,,,"William is a new employee in Rosenfeld Asset Management Co., Ltd and his first task is to
prepare a risk report to the board of directors. In order to let his boss see his talents as
quickly as possible, he decided to use vocabularies as professional and complex as possible to
show his solid expertise and professionalism. After a while, William finished his job and he
submitted the risk report to his boss, but the boss told him that the risk report did not meet
the company’s requirements and needed to be revised thoroughly. Which of the following
statements is most likely the reason why William’s report was not qualified?",,"{'A': 'Risk management report should be easy to understand to facilitate decision-making.', 'B': 'Reports should include an appropriate balance between risk data, analysis and interpretation,\nand qualitative explanations.', 'C': 'Risk management reports should accurately and precisely convey aggregated risk data and\nreflect risk in an exact manner.', 'D': 'Risk management reports should cover all material risk areas within the organization.'}",A,"本题考查风险数据整合与风险汇报。选项A，风险报告应该易于理解，以辅助决策，即银行的风
险报告在编辑的时候要注意用词清晰、易懂同时能传达给管理层及董事会准确完整的信息，不能一味追求华
丽的词汇而造成报告的阅读困难。但是William的报告却使用了大量专业复杂的词汇，这不符合风险报告的原
则。选项A表述正确，符合题意，故本题选A。选项B，风险报告应包括风险数据、分析和定性解释之间的适当
平衡，但题干中没有体现William违反该原则。选项B表述错误，不符合题意。选项C，风险管理报告应准确地
传达汇总的风险数据，并以准确的方式反映风险，但题干中没有体现William违反该原则。选项C表述错误
，不符合题意。选项D，风险管理报告应涵盖组织的所有重大风险领域，但题干中没有体现William违反该原
则。选项D表述错误，不符合题意。",Knowledge reasoning QA,text only,Hard,"Risk Reporting, Communication of Risk, Decision-Making Facilitation",Foundation of Risk Management,foundation or risk management2
2491,40,,,Which of the following statements most accurately describe enterprise risk management (ERM)?,,"{'A': 'Decisions are made on an overall basis.', 'B': 'Separately manage individual risks within an organization.', 'C': 'ERM is a consistent approach applies the perspectives and resources at the top of the\nenterprise which means the boardroom rather than business line .', 'D': 'Since ERM is a comprehensive view of company risk, thus the total risk measured under ERM is'}",A,"本题考查ERM的概念。选项A，ERM是站在整个公司的角度来看待风险，制定决策。选项A表述正
确，符合题意，故本题选A。选项B，ERM是将所有风险整合，并非单独管理每类风险。选项B表述错误，不符
合题意。选项C，ERM应用企业高层的视角和资源来管理整个风险组合，它支持对整个公司的企业风险采取一
致的方法，这个一致性体现为从董事会到业务线，而并非只有董事会层面。选项C表述错误，不符合题意。选
项D，由于ERM是对公司风险的全面评估，考虑了风险之间的分散化效果，因此在ERM下衡量的总风险低于单独
衡量风险然后加总。选项D表述错误，不符合题意。",Knowledge reasoning QA,text only,Hard,"Enterprise Risk Management (ERM) concepts, Risk integration, Board-level risk governance",Foundation of Risk Management,foundation or risk management2
2492,41,,,"The core risk exposure for banks is credit risk. Therefore, how to effectively manage credit
risk has become an important focus of bank development. Historically, banks have often used
mitigate strategy and transfer strategy. Which of the following is not an approach of
mitigation or transfer strategy?",,"{'A': 'Marking-to-market', 'B': 'Asset liability management', 'C': 'Collateral', 'D': 'Credit derivatives'}",B,"本题考查了银行管理信用风险的手段。选项A，银行通过逐日盯市，定期对头寸进行重新估值
，并与交易对手转移净值变动，从而将信用风险低，属于信用风险缓释策略。选项B，银行通过资产负债的匹
配管理，可以降低流动性风险，因此不属于信用风险缓释策略，故本题选B。选项C，银行收取担保物，可以
在发生信用风险事件时，降低损失，因此属于信用风险缓释策略。选项D，信用衍生品可帮助银行将信用风险
转移给第三方，因此并不属于信用风险缓释策略。",Knowledge reasoning QA,text only,Hard,"Credit risk management, Asset liability management, Risk mitigation strategies",Foundation of Risk Management,foundation or risk management2
2546,30,,,"John is forecasting a stock’s performance in 2010 conditional on the state of the economy of the country in which the firm is based. He divides the economy’s performance into three categories of “GOOD,” “NEUTRAL” and “POOR” and the stock’s performance into three categories of “increase,” “constant” and “decrease.” He estimates: The probability that the state of the economy is GOOD is 20%. If the state of the economy is GOOD, the probability that the stock price increases is 80% and the probability that the stock price decreases is 10%. The probability that the state of the economy is NEUTRAL is 30%. If the state of the economy is NEUTRAL, the probability that the stock price increases is 50% and the probability that the stock price decreases is 30%. If the state of the economy is POOR, the probability that the stock price increases is 15% and the probability that the stock price decreases is 70%. Billy, his supervisor, asks him to estimate the probability that the state of the economy is NEUTRAL given that the stock performance is constant. John’s best assessment of that probability is closest to:",,"{'A': ' 15.5%', 'B': ' 19.6%', 'C': ' 20.0%', 'D': ' 38.7%'}",D,"$$P(\text{Neutral} | \text{Constant}) = \frac{P(\text{Constant} | \text{Neutral}) \times P(\text{Neutral})}{P(\text{Constant})}$$ 

 where: 
 $$P(\text{Constant}) = 0.2 \times 0.03 + 0.2 \times 0.3 + 0.15 \times 0.5 = 0.3874$$ 
 Thus, the probability of a constant performance is approximately 38.7%.",Math reasoning QA,text only,Easy,"Bayes' theorem, conditional probability, stock performance forecasting",Quantitative Methods,Quantitative Analysis1
2547,31,,,"Your firm uses a proprietary forecasting model and assumes that the random variables they used follow the Poisson distribution. You are trying to assess the probability of the number of defects in an assembly production process for a given company. Assume that there is a 0.005 probability of a defect for every production run. Which of the choices below is the probability of 7 defects in 1,000 production runs?",,"{'A': ' 3.0%', 'B': ' 4.4%', 'C': ' 8.6%', 'D': ' 10.4%'}",D,"The first step is to estimate the number of expected defects in 1,000 runs as follows: (1,000) (0.005) = 5. Next the mathematical formula for the Poisson distribution for estimating 7 defects given that 5 are expected is:

$$
P(X=7) = \frac{5^7 e^{-5}}{7!} = 0.104
$$",Math reasoning QA,text only,Easy,"Poisson distribution, probability, defect rate estimation",Quantitative Methods,Quantitative Analysis1
2548,32,,,"The covariance between variable A and variable B is 5. The correlation between A and B is 0.50. If the variance of A is 12, what is the variance of B?",,"{'A': ' 10.00', 'B': ' 2.89', 'C': ' 8.33', 'D': ' 14.40'}",C,"

$$
Cov(A,B) = \rho \sigma_A \sigma_B
$$

$$
5 = 0.5 \times \sqrt{12} \times \sqrt{\sigma_B^2}
$$",Math reasoning QA,text only,Easy,"covariance, correlation, variance, statistics",Quantitative Methods,Quantitative Analysis1
2549,33,,,"An analyst is studying a stock that is currently trading at $35. The analyst estimates that there is a 33% probability that the stock will trade at $50 after one year, a 20% probability that the stock will trade at $42, and a 47% probability that the stock will trade at $20. What is the volatility of this stock return?",,"{'A': ' 13%', 'B': ' 24%', 'C': ' 31%', 'D': ' 39%'}",D,"The returns for the three scenarios are: $$\frac{50-35}{35} = 42.86\%$$, $$\frac{42-35}{35} = 20\%$$, and $$\frac{20-35}{35} = -42.86\%$$. 

 The variance is computed as: $$33\% \times (42.86\%)^2 + 20\% \times (20\%)^2 + 47\% \times (-42.86\%)^2 = 15.46\%$$. 

 Volatility $$= \sqrt{15.46\%} = 39.31\%$$.",Math reasoning QA,text only,Easy,"stock return, volatility, probability",Quantitative Methods,Quantitative Analysis1
2551,35,,,"Peter the Risk Analyst wants to characterize an operational loss severity process with a relatively simple and recognizable probability distribution. His first choice is the lognormal distribution. Peter has several criteria for his distribution. The lognormal distribution does support, or at least does not violate, each of the following criteria EXCEPT which of the following criteria is not met by the lognormal distribution?",,"{'A': ' He requires a genuine probability distribution.', 'B': ' His expected loss is non-negative and the standard deviation is significantly greater than one.', 'C': ' He wants summation stability: his simulation will add several independent random variables and he wants their sum to maintain the same distribution.', 'D': ' He wants positive skew (losses are positive values; aka, L/V/P format) where the mean is greater than the median, and he does not want a theoretical limit on the maximum loss.'}",C,"$$ While normal random variables satisfy summation stability, lognormal variables do not: the product of lognormals is lognormal, not the sum. 

\text{E}(\text{Lognormal Sum}) \neq \text{E}(\text{Lognormal Product})$$.",Knowledge reasoning QA,text only,Easy,"lognormal distribution, summation stability, probability distribution",Quantitative Methods,Quantitative Analysis1
2552,36,,,"If the average rate of HFLS operational loss events instead is 20 per workweek (20 every five days), if we assume a Poisson distribution, what is the probability on a given single day that between four and six HFLS losses will occur, inclusive?",,"{'A': ' 35.6%', 'B': ' 45.6%', 'C': ' 55.6%', 'D': ' 65.6%'}",B,"The rate is 20/5 or 4 per day. The Poisson probabilities for 4, 5, and 6 are calculated as follows: 

$$P(X=4) = \frac{e^{-4} \times 4^4}{4!} = 19.537\%$$ 

$$P(X=5) = \frac{e^{-4} \times 4^5}{5!} = 15.629\%$$ 

$$P(X=6) = \frac{e^{-4} \times 4^6}{6!} = 10.42\%$$ 

Summing these gives $$P(4 \leq X \leq 6) = 45.586\%$$.",Math reasoning QA,text only,Easy,"Poisson distribution, probability estimation, operational loss events",Quantitative Methods,Quantitative Analysis1
2553,37,,,"Let X and Y are two random variables representing the annual returns of two different portfolios. If E(X) = 3, E(Y) = 4 and E(XY) = 11, then what is the covariance?",,"{'A': ' 5', 'B': ' 1', 'C': ' 0', 'D': ' -1'}",D,"The covariance is given by the formula: 

$$\text{Cov}(X, Y) = E(XY) - E(X)E(Y)$$ 

Substitute the given values: 

$$\text{Cov}(X, Y) = 11 - 3 \times 4 = -1$$",Math reasoning QA,text only,Easy,"covariance, expected value, portfolio returns",Quantitative Methods,Quantitative Analysis1
2867,11,,,"The Standard & Poor’s Depositary Receipts (SPDRs) is an exchange-traded fund in the United
States that is designed to track the S&P 500 stock market index. The latest price of a share of
SPDRs is $290. A trader has just bought call options on shares of SPDRs for a premium of $3 per
share. The call options expire in six months and have an exercise price of $305 per share. On
the expiration date, the trader will exercise the call options (ignore any transaction costs)
if and only if the shares of SPDRs are trading:",,"{'A': 'below $305 per share.', 'B': 'above $305 per share.', 'C': 'above $308 per share.'}",B,"： B is correct. The holder of the call option will exercise the call options if
the price is above the exercise price of $305 per share. Note that if the stock price is above
$305 but less than $308, the option would be exercised even though the net result for the
option buyer after considering the premium is a loss. For example, if the stock price is $307,
the option buyer would exercise the option to make $2 = $307 – $305 per share, resulting in a
loss of $1 = $3 – $2 after considering the premium. It is better to exercise and have a loss
of only $1, however, rather than not exercise and lose the entire $3 premium. ： B是正确的。如
果价格高于每股305美元的行使价格，认购期权持有人将行使认购期权。请注意，如果股票价格高于305美元
但低于308美元，即使期权买方在考虑期权费后的净收益是损失，也会行使期权。例如，如果股票价格为
307美元，期权买方将行使期权，使每股收益为$2=$307-$305，在考虑期权费后，导致损失$1=$3-$2。",Knowledge reasoning QA,text only,Easy,"Options Pricing, Exchange-Traded Funds (ETFs), Financial Derivatives",Equity Investments,level1_权益
2868,12,,,"Caroline Rogers believes the price of Gamma Corp. stock will go down in the near future. She
has decided to sell short 200 shares of Gamma Corp. at the current market price of €47. The
initial margin requirement is 40 percent. Which of the following is an appropriate statement
regarding the margin requirement that Rogers is subject to on this short sale?",,"{'A': 'She will need to contribute €3,760 as margin.', 'B': 'She will need to contribute €5,640 as margin.', 'C': 'She will only need to leave the proceeds from the short sale as deposit and does not need to'}",A,"英文： A is correct. She will need to contribute €3,760 as margin. In view of the
possibility of a loss, if the stock price goes up, she will need to contribute €3,760 = 40% of
€9,400 as the initial margin. Rogers will need to leave the proceeds from the short sale
(€9,400 = 200 × €47) on deposit. 中文： 需要支付保证金: 200×47×40%= €3760 因此需要存入
3760保证金。选择A",Knowledge reasoning QA,text only,Easy,"Short Selling, Margin Requirements, Stock Price Movement",Equity Investments,level1_权益
2869,13,,,"Which of the following index weighting methods requires an adjustment to the divisor after a
stock split?",,"{'A': 'Price weighting.', 'B': 'Fundamental weighting.', 'C': 'Market-capitalization weighting.'}",A,"英文： A is correct. In the price weighting method, the divisor must be adjusted so
the index value immediately after the split is the same as the index value immediately prior to
the split. 中文： A是正确的。在价格加权法中，必须调整除数，使拆分后的指数值与拆分前的指数值相同
。",Knowledge reasoning QA,text only,Easy,"Index Weighting Methods, Stock Splits, Financial Indices Calculation",Equity Investments,level1_权益
2882,26,,,"Jim White has sold short 100 shares of Super Stores at a price of $42 per share. He has also
simultaneously placed a “good-till-cancelled, stop 50, limit 55 buy” order. Assume that if
the stop condition specified by White is satisfied and the order becomes valid, it will get
executed. Excluding transaction costs, what is the maximum possible loss that White can have?",,"{'A': '$800.', 'B': '$1,300.', 'C': 'Unlimited.'}",B,"英文： B is correct. The maximum possible loss is $1,300. If the stock price
crosses $50, the stop buy order will become valid and will get executed at a maximum limit
price of $55. The maximum loss per share is $13 = $55 – $42, or $1,300 for 100 shares. 中文：
good-till-cancelled, stop 50, limit 55 buy的意思是说50开始止损指令生效，50到55是成交区间，到
55元为止。因此最大的损失是55-42=13，13×1000=1300。因此选择B。",Math reasoning QA,text only,Easy,"Short selling, Stop-loss orders, Limit orders",Equity Investments,level1_权益
2883,27,,,Security market indexes are used as:,,"{'A': 'measures of investment returns.', 'B': 'proxies to measure unsystematic risk.', 'C': 'proxies for specific asset classes in asset allocation models.'}",C,"英文 C is correct. Security market indexes play a critical role as proxies for
asset classes in asset allocation models. C是正确的。市场指数可以近似（proxy）衡量资产大类的表
现 A选项错误，证券市场是衡量的是整个市场的收益率，而且是一种近似替代（proxy），不能精确衡量某一
个投资品（investment）。 B选项错误，证券市场指数，挑选一些可以代表市场走势的股票组成一个组合
，是代表整体市场走势的。因此作为衡量系统性风险而不是非系统性风险的指标。",Knowledge reasoning QA,text only,Easy,"Security market indexes, Asset allocation models, Systematic risk",Equity Investments,level1_权益
2884,28,,,"Consider a mutual fund that invests primarily in fixed-income securities that have been
determined to be appropriate given the fund’s investment goal. Which of the following is least
likely to be a part of this fund?",,"{'A': 'Warrants.', 'B': 'Commercial paper.', 'C': 'Repurchase agreements.'}",A,"： A is correct. Warrants are least likely to be part of the fund. Warrant holders
have the right to buy the issuer’s common stock. Thus, warrants are typically classified as
equity and are least likely to be a part of a fixed-income mutual fund. Commercial paper and
repurchase agreements are short-term fixed-income securities. ： A是正确的。认股权证最不可能成
为基金的一部分。权证持有人有权购买发行人的普通股。 因此，认股权证通常被归类为股权，最不可能成为
固定收益共同基金的一部分。商业票据和回购协议是短期固定收益证券。",Knowledge reasoning QA,text only,Easy,"Fixed-Income Securities, Mutual Funds, Equity Instruments",Equity Investments,level1_权益
2885,29,,,"An oil and gas exploration and production company announces that it is offering 30 million
shares to the public at $45.50 each. This transaction is most likely a sale in the:",,"{'A': 'futures market.', 'B': 'primary market.', 'C': 'secondary market.'}",B,"：B is correct. This transaction is a sale in the primary market. It is a sale of
shares from the issuer to the investor and funds flow to the issuer of the security from the
purchaser. ： B是正确的。这项交易是在一级市场上进行的出售。它是指股票从发行人向投资者出售，资金
从购买人流向证券发行人。",Knowledge reasoning QA,text only,Easy,"Primary market, Issuance of shares, Capital raising",Equity Investments,level1_权益
3036,15,,,"The Bureau of Labor Statistics has just reported an unexpected short-term increase in high-
priced luxury automobiles. What is the most likely anticipated impact on a mean-reverting model
of interest rates?",,"{'A': 'The economic information is long-lived with a low mean reversion parameter.', 'B': 'The economic information is short-lived with a low mean reversion parameter.', 'C': 'The economic information is long-lived with a high mean reversion parameter.', 'D': 'The economic information is short-lived with a high mean reversion parameter.'}",D,"The economic news is most likely short-term in nature. Therefore, the mean
reversion parameter is high so the mean reversion adjustment per period will be relatively
large.",Knowledge reasoning QA,text only,Easy,"Mean reversion, Interest rate models, Economic news impact",Market Risk Measurement and Management,Market Risk Measurement and Management1
3050,29,,,Which of the following statements comparing VaR with expected shortfall is true?,,"{'A': 'Expected shortfall is sub-additive while VaR is not.', 'B': 'Both VaR and expected shortfall measure the amount of capital an investor can expect to lose\nover a given time period and are, therefore, interchangeable as risk measures.', 'C': 'Both VaR and expected shortfall depend on the assumption of a normal distribution of returns.', 'D': 'VaR can vary according to the confidence level selected, but expected shortfall will not.'}",A,"VaR measures the expected amount of capital one can expect to lose within a given
confidence level over a given period of time. One of the problems with VaR is that it does not
provide information about the expected size of the loss beyond the VaR. VaR is often
complemented by the expected shortfall, which measures the expected loss conditional on the
loss exceeding the VaR. Note that since expected shortfall is based on VaR, changing the
confidence level may change both measures. A key difference between the two measures is that
VaR is not sub-additive, meaning that the risk of two funds separately may be lower than the
risk of a portfolio where the two funds are combined. Violation of the sub-additive assumption
is a problem with VaR that does not exist with expected shortfall.",Knowledge reasoning QA,text only,Easy,"Value at Risk (VaR), Expected Shortfall (ES), Risk Measure Properties",Market Risk Measurement and Management,Market Risk Measurement and Management1
3051,30,,,"Which of the following risks is specifically recognized by the incremental risk charge
(IRC)?",,"{'A': 'Expected shortfall risk, because it is important to understand the amount of loss potential\nin the tail.', 'B': 'jump-to-default risk, as measured by 99.9% VaR, because a default could cause a significant\nloss for the bank.', 'C': 'Equity price risk, because a change in market prices could materially impact mark-to-market\naccounting for risk.', 'D': 'Interest rate risk, as measured by 97.5% expected shortfall, because an increase in interest'}",B,"The two types of risk recognized by the incremental risk charge are: (1) credit
spread risk, and (2) jump-to-default risk. Jump-to-default risk is measured by 99.9% VaR and
not 97.5% expected shortfall.",Knowledge reasoning QA,text only,Easy,"Incremental Risk Charge (IRC), Jump-to-Default Risk, Credit Spread Risk",Market Risk Measurement and Management,Market Risk Measurement and Management1
3143,29,,,"Given a portfolio of five stocks, how many unique covariance terms, excluding variances, are
required to calculate the portfolio return variance?",,"{'A': '10', 'B': '20', 'C': '25'}",A,"： A is correct. A covariance matrix for five stocks has 5 × 5 = 25 entries.
Subtracting the 5 diagonal variance terms results in 20 off-diagonal entries. Because a
covariance matrix is symmetrical, only 10 entries are unique (20/2 = 10). ： A正确。 五只股票的
协方差矩阵有5×5 = 25项。减去5个对角线方差项，得到20个非对角线项。因为协方差矩阵是对称的，所以
只有10个协方差项是唯一的(20/2 = 10)。",Math reasoning QA,text only,Easy,"Portfolio Risk, Covariance, Variance",Quantitative Methods,level1_数量
3144,30,,,"A correlation of 0.34 between two variables, X and Y, is best described as:",,"{'A': 'changes in X causing changes in Y.', 'B': 'a positive association between X and Y.', 'C': 'a curvilinear relationship between X and Y.'}",B,"B is correct. The correlation coefficient is positive, indicating that the two
seriesmove together. 相关系数为正，表明这两个变量正相关变化的。因此，选项B是正确的",Knowledge reasoning QA,text only,Easy,"Correlation, Statistical analysis, Positive relationship",Quantitative Methods,level1_数量
3147,33,,,"A manager will select 20 bonds out of his universe of 100 bonds to construct a portfolio.
Which formula provides the number of possible portfolios?",,"{'A': 'Permutation formula', 'B': 'Multinomial formula', 'C': 'Combination formula'}",C,"： C is correct. The combination formula provides the number of ways that r objects
can be chosen from a total of n objects, when the order in which the r objects are listed does
not matter. The order of the bonds within the portfolio does not matter. ： C正确。 组合公式提
供了从总共n个对象中选择r个对象的方法的数量，而r个对象的排列顺序并不重要。投资组合中债券的顺序并
不重要。",Math reasoning QA,text only,Easy,"Combinatorics, Portfolio Construction, Mathematical Formulas",Quantitative Methods,level1_数量
3154,40,,,"The average return for Portfolio A over the past twelve months is 3%, with a standard
deviation of 4%. The average return for Portfolio B over this same period is also 3%, but with
a standard deviation of 6%. The geometric mean return of Portfolio A is 2.85%. The geometric
mean return of Portfolio B is:",,"{'A': 'less than 2.85%.', 'B': 'equal to 2.85%.', 'C': 'greater than 2.85%.'}",A,"A is correct. The more disperse a distribution, the greater the difference between
the arithmetic mean and the geometric mean.选项A是正确的。对于任何一个数据集来说，算术平均数是
唯一的，而且其数值大小与数据集中每一个数据都有关，如果数据集中有异常值，将会使算术平均数发生很
大的变化。因此，当数据集越分散，对算数平均数的影响就越大，也就使得算术平均值和几何平均值之间的
差异越大。",Math reasoning QA,text only,Easy,"Portfolio Management, Statistical Analysis, Risk Measurement",Quantitative Methods,level1_数量
3167,53,,,"Florence Hixon is screening a set of 100 stocks based on two criteria (Criterion 1 and
Criterion 2). She set the passing level such that 50% of the stocks passed each screen. For
these stocks, the values for Criterion 1 and Criterion 2 are not independent but are positively
related. How many stocks should pass Hixon’s two screens?",,"{'A': 'Less than 25', 'B': '25', 'C': 'More than 25'}",C,"C is correct. Let event A be a stock passing the first screen (Criterion 1) and
event B be a stock passing the second screen (Criterion 2). The probability of passing each
screen is P(A) = 0.50 and P(B) = 0.50. If the two criteria are independent, the joint
probability of passing both screens is P(AB) = P(A)P(B) = 0.50 × 0.50 = 0.25, so 25 out of 100
stocks would pass both screens. However, the two criteria are positively related, and P(AB) ≠
0.25. Using the multiplication rule for probabilities, the joint probability of A and B is
P(AB) = P(A | B) P(B). If the two criteria are not independent, and if P(B) = 0.50, then the
contingent probability of P(A | B) is greater than 0.50. So the joint probability of P(AB) =
P(A | B)P(B) is greater than 0.25. More than 25 stocks should pass the two screens. C正确。假设
一只股票通过标准1的事件为A，一只股票通过标准2的事件为B，那么通过两个标准的概率=事件AB同时发生的
概率=P(AB)=P(A)*P(B/A) 因为标准1和标准2的设定是正相关的，那也就意味着当股票通过其中一个标准时
，再通过另一个标准的概率是增加的，故P(B/A)>P(B)=0.5 所以P(AB)=P(A)*P(B/A)>0.25，因此最后通过两
个标准的股票数量是大于25的",Math reasoning QA,text only,Easy,"Joint Probability, Conditional Probability, Dependence and Dependence Classification",Quantitative Methods,level1_数量
3176,62,,,"From an approved list of 25 funds, a portfolio manager wants to rank 4 mutual funds from
most recommended to least recommended. Which formula is most appropriate to calculate the
number of possible ways the funds could be ranked?",,"{'A': 'Permutation formula', 'B': 'Multinomial formula', 'C': 'Combination formula'}",A,"： A is correct. The permutation formula is used to choose r objects from a total
of n objects when order matters. Because the portfolio manager is trying to rank the four funds
from most recommended to least recommended, the order of the funds matters; therefore, the
permutation formula is most appropriate. ： A正确。 当顺序重要时，用排列公式从n个对象中选择r个
对象。由于投资组合经理试图将这四只基金从“推荐最多”排序为“推荐最少”，因此基金的顺序很重要;因
此，排列公式是最合适的。",Math reasoning QA,text only,Easy,"Permutations, Combinatorics, Portfolio Management",Quantitative Methods,level1_数量
3179,65,,,"Which visualization tool works best to represent unstructured, textual data?",,"{'A': 'Tree-Map', 'B': 'Scatter plot', 'C': 'Word cloud'}",C,"C is correct. A word cloud, or tag cloud, is a visual device for representing
unstructured, textual data. It consists of words extracted from text with the size of each word
being proportional to the frequency with which it appears in the given text. A is incorrect
because a tree-map is a graphical tool for displaying and comparing categorical data, not for
visualizing unstructured, textual data. B is incorrect because a scatter plot is used to
visualize the joint variation in two numerical variables, not for visualizing unstructured,
textual data. C是不正确的，词云，用于展示非结构化文本数据。它由从文本中提取的单词组成，每个单词
的大小与它在给定文本中出现的频率成比例，即字体越大，该词语的出现次数越多，词频越高。A是不正确的
，树图是用于显示和比较分类数据的图形工具。B是不正确的，散点图用于反映可视化两个数值变量的联合变
化。",Knowledge reasoning QA,text only,Easy,"Visualization tools, Unstructured data, Data representation",Quantitative Methods,level1_数量
3180,66,,,"All else being equal, as the correlation between two assets approaches +1.0, the
diversification benefits:",,"{'A': 'decrease.', 'B': 'stay the same.', 'C': 'increase.'}",A,"： A is correct. As the correlation between two assets approaches +1,
diversification benefits decrease. In other words, an increasingly positive correlation
indicates an increasingly strong positive linear relationship and fewer diversification
benefits. ： A正确。 当两种资产的相关性趋近于 ＋1时，多元化收益降低。也就是说，正相关越强，说明
正线性关系越强，多元化收益越少。",Knowledge reasoning QA,text only,Easy,"Portfolio diversification, Correlation, Asset allocation",Quantitative Methods,level1_数量
